Customer ID,Age,Gender,Location,Review Rating,Subscription Status,Preferred Payment Method
5a9a3c13,31,Male,Barcelona,3.0,No,Debit Card
2338eb35,54,Female,Girona,3.1,No,Cash
d3f15050,32,Male,Valencia,2.7,Yes,Venmo
3d7d0ac0,42,Male,Gijón,4.3,No,Credit Card
f7a0ff32,56,Male,Gijón,3.0,No,Credit Card
8f8eec2f,51,Male,Móstoles,4.7,No,Cash
62439402,70,Male,Madrid,4.3,Yes,Debit Card
30fa9dc8,23,Female,Valencia,3.0,No,Credit Card
541ab231,26,Male,Girona,3.0,No,Debit Card
c94b7c1e,65,Male,Girona,3.9,No,PayPal
834bf0d9,61,Male,Madrid,3.6,Yes,Debit Card
921629e5,67,Male,Girona,3.4,Yes,Bank Transfer
ff8eec5a,23,Female,Gijón,3.4,No,PayPal
6c23dae3,35,Female,Valencia,2.6,No,Venmo
eda1a8ea,25,Male,Avilés,2.7,No,Bank Transfer
be130161,52,Male,Oviedo,4.9,Yes,Debit Card
39839384,31,Male,Lleida,4.1,No,Debit Card
47d653d6,50,Female,Girona,4.3,No,Venmo
a746a79e,66,Male,Gijón,2.8,No,Bank Transfer
d51f8f8d,51,Female,Girona,3.6,No,Venmo
764caa4e,58,Male,Gijón,3.2,Yes,Credit Card
6de785d3,68,Female,Girona,2.5,No,Cash
f9b61119,45,Female,Gijón,4.8,No,Bank Transfer
09d72797,49,Male,Castellón,4.9,Yes,Venmo
1c20ce40,20,Male,Avilés,3.1,Yes,Venmo
c1bf4689,48,Female,Madrid,4.5,No,Cash
c7955ca9,39,Male,Madrid,4.2,Yes,PayPal
1932f5cc,24,Male,Barcelona,4.4,No,Debit Card
0eb06bb9,66,Male,Girona,4.0,No,PayPal
,33,Male,Avilés,4.7,Yes,Venmo
9776c540,47,Female,Gijón,4.5,No,Bank Transfer
44a38cbb,26,Male,Oviedo,4.2,No,Venmo
205daae5,64,Female,Oviedo,3.6,No,Cash
fc7f9ec8,44,Female,Gijón,3.5,No,Bank Transfer
d5e445ac,26,Male,Gijón,2.6,Yes,Venmo
472268a4,57,Female,Valencia,3.7,No,Debit Card
fd3bc954,21,Male,Castellón,2.6,No,PayPal
491cdd33,38,Male,Alcalá de Henares,2.7,Yes,PayPal
97b206fd,38,Male,Girona,3.9,Yes,Credit Card
a8a9b87d,49,Male,Girona,3.0,No,PayPal
ef02bcf3,19,Male,Lleida,3.2,No,Venmo
a9384221,70,Male,Barcelona,4.6,Yes,PayPal
f30f3ff0,57,Female,Lleida,3.3,No,Debit Card
,49,Male,Alcalá de Henares,4.0,No,Bank Transfer
c90a4297,22,Male,Oviedo,4.2,Yes,Debit Card
02ebffe1,32,Male,Castellón,3.0,Yes,Cash
0f1ca2d6,18,Male,Alicante,3.9,No,Debit Card
4350ee14,60,Female,Lleida,3.1,No,Debit Card
80e0c9c0,43,Male,Lleida,2.7,No,Credit Card
fe2f4154,64,Male,Castellón,4.9,Yes,Bank Transfer
743d675e,44,Male,Valencia,5.0,No,Bank Transfer
ea9ee507,53,Male,Oviedo,3.4,No,Venmo
0ef019aa,44,Male,Valencia,4.4,No,Cash
cfd0948c,37,Female,Lleida,2.8,No,Bank Transfer
58b96c0e,45,Male,Barcelona,4.6,No,Venmo
d8b37862,64,Male,Girona,3.7,No,Credit Card
4951c648,22,Male,Barcelona,4.6,Yes,Bank Transfer
db41e096,59,Female,Barcelona,4.2,No,PayPal
ddf55ffa,34,Male,Oviedo,3.4,Yes,Cash
b2d78d5d,35,Male,Gijón,3.5,No,Credit Card
9e59d3c9,65,Female,Alicante,2.9,No,PayPal
731fcc6b,70,Female,Alicante,3.9,No,Credit Card
,37,Male,Lleida,4.5,Yes,Credit Card
490f3383,29,Male,Barcelona,3.4,No,PayPal
4f2c982a,56,Male,Castellón,4.0,No,Bank Transfer
4b383ed3,51,Male,Oviedo,4.8,No,Credit Card
2fbee0a5,46,Female,Lleida,3.0,No,Cash
f3519393,59,Male,Barcelona,2.6,No,Debit Card
6a4bd850,66,Male,Alcalá de Henares,4.0,No,Credit Card
9aa4e643,29,Male,Girona,4.8,Yes,Credit Card
ec50626c,21,Male,Girona,4.3,No,Bank Transfer
a4feb36b,22,Male,Gijón,4.0,No,Credit Card
6d6acec9,47,Male,Móstoles,3.5,Yes,Bank Transfer
7f2bbaa6,27,Male,Oviedo,2.8,No,Cash
b3fb055e,62,Male,Alcalá de Henares,3.1,No,PayPal
f18a3084,48,Male,Lleida,2.6,No,Bank Transfer
0024e298,54,Male,Móstoles,3.4,No,PayPal
55590f2f,68,Female,Alcalá de Henares,2.7,No,Debit Card
18a8058f,45,Male,Alcalá de Henares,2.5,Yes,Cash
796ed423,38,Male,Oviedo,2.9,No,Credit Card
9becfa76,46,Male,Castellón,4.2,No,Venmo
f8cc8c67,33,Male,Alicante,3.4,Yes,Venmo
d015c323,61,Male,Avilés,3.1,Yes,PayPal
745c1e8c,47,Male,Gijón,4.2,No,Venmo
e5c4630b,21,Female,Alcalá de Henares,4.9,No,Venmo
b7909c37,18,Male,Valencia,2.7,Yes,Venmo
52dae029,54,Male,Gijón,3.1,No,PayPal
2c8d2ac8,52,Male,Castellón,3.0,No,Debit Card
c1dac17f,52,Male,Girona,4.3,Yes,Credit Card
8300dfe5,66,Male,Móstoles,4.1,No,PayPal
23a5d071,42,Male,Girona,4.3,No,Bank Transfer
bd91218a,35,Male,Gijón,2.5,Yes,Debit Card
d3be3304,46,Female,Oviedo,2.9,No,Bank Transfer
8e59e95f,64,Male,Lleida,4.0,Yes,Bank Transfer
48e51ce9,31,Male,Avilés,3.5,No,Credit Card
0b316c67,43,Male,Móstoles,3.6,No,Bank Transfer
8a252640,28,Female,Lleida,4.0,No,Venmo
fcabbc4a,35,Male,Madrid,3.7,No,PayPal
ea30d0e9,41,Male,Barcelona,4.5,No,Debit Card
0d7f3cf0,65,Female,Lleida,4.4,No,Credit Card
24fdaa3d,56,Female,Girona,2.8,No,Debit Card
72ede351,56,Male,Girona,4.7,No,Debit Card
dd337eab,69,Female,Lleida,3.2,No,Cash
6cb84452,53,Male,Avilés,4.7,Yes,Venmo
c8eda1e4,55,Male,Madrid,3.9,No,Cash
8ffc58fa,39,Male,Alicante,3.6,No,Cash
ff004a2e,69,Male,Alicante,4.2,Yes,Debit Card
6317b431,27,Male,Gijón,3.2,Yes,Cash
f3bbe8e9,63,Male,Avilés,3.2,No,Credit Card
0c59327c,33,Male,Girona,4.6,Yes,Bank Transfer
acfba937,52,Female,Castellón,3.1,No,Venmo
521ffc4e,59,Male,Lleida,2.9,No,Cash
0096195e,28,Male,Girona,3.0,No,Cash
0fb8482e,42,Male,Barcelona,2.6,Yes,Venmo
41b03894,32,Male,Valencia,5.0,No,Cash
0b40d351,38,Female,Valencia,4.3,No,Debit Card
57ed3b47,58,Male,Lleida,3.0,Yes,Venmo
e7ea0ce4,45,Female,Avilés,4.2,No,Bank Transfer
2b37fc61,67,Male,Lleida,4.9,No,Bank Transfer
9e9d6278,54,Female,Alcalá de Henares,3.2,No,Credit Card
2ab29ba4,20,Male,Oviedo,3.4,No,PayPal
9be3d961,68,Male,Girona,4.5,No,Cash
f25987de,66,Male,Móstoles,4.5,Yes,Debit Card
1691d87c,21,Female,Alicante,2.6,No,Venmo
c9cd03eb,55,Female,Móstoles,4.2,No,PayPal
e1955cd0,54,Male,Oviedo,2.8,Yes,Cash
,58,Male,Móstoles,2.6,Yes,Bank Transfer
47457714,49,Male,Barcelona,4.0,No,Venmo
f8eb345b,34,Male,Alcalá de Henares,4.7,No,Bank Transfer
0d509ab5,47,Male,Gijón,3.5,No,Venmo
8c49edf5,64,Male,Alcalá de Henares,4.7,No,Debit Card
d948c9b4,39,Male,Castellón,2.9,No,Venmo
f657a300,33,Male,Alcalá de Henares,3.3,Yes,Debit Card
3c770463,59,Male,Lleida,4.7,Yes,Credit Card
8ccfcb94,37,Male,Avilés,4.4,No,Cash
6115d032,35,Male,Madrid,2.9,No,PayPal
fd4e06db,63,Male,Alicante,5.0,No,Debit Card
b8e94ec4,48,Male,Castellón,2.7,Yes,Bank Transfer
e5cfa115,21,Male,Alcalá de Henares,4.7,No,Debit Card
081d484d,29,Female,Girona,4.4,No,Credit Card
d57866d6,65,Female,Oviedo,4.7,No,Credit Card
9505d225,45,Male,Valencia,3.8,No,Cash
1bb10acc,29,Male,Girona,3.8,Yes,PayPal
02263f1e,18,Male,Alcalá de Henares,2.6,No,Cash
ff617a55,38,Male,Madrid,4.8,No,Credit Card
6e4d624a,36,Male,Alcalá de Henares,2.5,No,Cash
,31,Female,Gijón,4.7,No,Bank Transfer
840f6a6a,69,Male,Madrid,4.0,Yes,Venmo
9b4d48e8,61,Female,Madrid,5.0,No,Cash
437c87c0,45,Male,Girona,2.6,No,Cash
7bfd7152,57,Male,Móstoles,4.2,Yes,Cash
406de754,46,Male,Avilés,4.1,No,Cash
,53,Female,Castellón,3.2,No,Debit Card
67dea038,36,Male,Madrid,3.0,Yes,Bank Transfer
6bce7902,40,Male,Oviedo,2.6,No,Cash
34bb9a96,57,Male,Girona,3.3,Yes,Bank Transfer
e86671c4,47,Female,Valencia,3.5,No,Venmo
dc38b0c6,42,Male,Móstoles,2.6,Yes,Credit Card
4f3fbb5e,66,Male,Avilés,3.6,No,Venmo
f49be072,39,Male,Alicante,3.7,Yes,Debit Card
9d5a8b82,33,Female,Alicante,4.2,No,Cash
0ae3f148,38,Male,Oviedo,3.6,Yes,Credit Card
66374a30,37,Male,Barcelona,3.2,No,Cash
a56a3253,45,Male,Castellón,3.5,No,Cash
2cbfeb1b,18,Female,Barcelona,5.0,No,Credit Card
a78c0e42,67,Male,Barcelona,3.0,Yes,PayPal
b1e3508d,24,Male,Avilés,4.2,Yes,Cash
57964862,21,Male,Lleida,4.3,Yes,Bank Transfer
cec85f13,35,Female,Castellón,3.4,No,Venmo
bcb5d642,18,Female,Lleida,3.8,No,PayPal
e0abee5e,54,Male,Alcalá de Henares,3.3,Yes,Cash
f9c268eb,62,Female,Avilés,3.5,No,PayPal
225221c6,66,Male,Alcalá de Henares,3.3,Yes,PayPal
c75e2fa1,32,Male,Girona,3.8,No,Cash
a6463851,55,Male,Valencia,4.9,Yes,Bank Transfer
892423a3,32,Male,Móstoles,2.8,Yes,Venmo
3dbb7697,67,Female,Alcalá de Henares,3.0,No,Cash
f5b90ac9,44,Female,Madrid,4.5,No,Credit Card
c8ff9490,34,Male,Castellón,3.3,Yes,Bank Transfer
462d15f1,52,Male,Madrid,3.1,No,Cash
a906f7f1,24,Female,Castellón,4.1,No,Venmo
8e6764d0,20,Male,Girona,2.5,No,Debit Card
45a20eb4,67,Male,Lleida,2.6,Yes,Bank Transfer
42a5e445,48,Female,Castellón,3.7,No,Debit Card
f0b10bbe,21,Female,Lleida,4.9,No,Cash
f4af2079,61,Male,Móstoles,4.9,No,Bank Transfer
3d194f3e,58,Female,Móstoles,3.5,No,Venmo
e5b48fcc,70,Male,Barcelona,3.3,No,Debit Card
0f585a43,26,Male,Valencia,3.7,No,Credit Card
b32614b2,68,Male,Alicante,4.3,No,Cash
22c111e3,29,Male,Valencia,2.6,Yes,Debit Card
07ff0750,63,Male,Alicante,4.8,Yes,Venmo
41eb08b5,58,Male,Alcalá de Henares,2.9,No,Credit Card
278b5c3c,59,Male,Lleida,2.8,Yes,Venmo
52d1c056,21,Male,Gijón,3.0,Yes,Venmo
e9d2e9be,22,Female,Alicante,2.6,No,PayPal
1147760a,28,Male,Alcalá de Henares,3.8,No,Debit Card
179e1e60,24,Male,Alcalá de Henares,3.5,No,Credit Card
54c5176c,64,Female,Lleida,3.8,No,Cash
,28,Male,Oviedo,4.8,No,PayPal
7101666d,57,Female,Avilés,4.1,No,Credit Card
87a573a3,54,Male,Castellón,2.9,No,Debit Card
4bef43b1,36,Female,Madrid,4.8,No,PayPal
27d3ed83,58,Male,Castellón,4.7,Yes,Credit Card
e77bf5c5,53,Female,Castellón,2.8,No,Debit Card
467a19d6,41,Male,Barcelona,4.3,No,Cash
c29307e0,31,Male,Lleida,4.7,No,Cash
a27f70e0,21,Male,Castellón,4.5,Yes,Venmo
9661cec0,57,Female,Madrid,3.4,No,Debit Card
ca8e8971,53,Male,Castellón,3.7,Yes,Venmo
ac9579c6,32,Male,Gijón,2.6,No,Credit Card
4c0994b7,56,Male,Castellón,4.4,No,PayPal
c2450216,59,Male,Valencia,2.6,No,PayPal
6889268a,24,Male,Avilés,3.4,No,Debit Card
dc0a0488,31,Female,Alcalá de Henares,3.4,No,Bank Transfer
3609d4c0,59,Male,Alcalá de Henares,3.1,No,Venmo
594bf1ea,35,Female,Madrid,4.5,No,Venmo
37d663ed,43,Male,Móstoles,4.9,Yes,Cash
48f33d01,26,Female,Lleida,4.5,No,Debit Card
1f9a575e,28,Male,Castellón,2.9,Yes,Venmo
20b7556f,70,Male,Lleida,4.1,No,Venmo
78ad2eb7,27,Male,Valencia,4.3,Yes,Venmo
25dbb65e,48,Male,Madrid,4.3,Yes,PayPal
86432d5e,46,Male,Madrid,3.4,No,Cash
1550dad7,33,Female,Gijón,3.3,No,PayPal
9023b8f1,65,Male,Girona,3.7,No,Venmo
c8b55ba6,25,Male,Oviedo,4.5,Yes,Cash
5021c497,66,Female,Valencia,3.6,No,Venmo
5b780e92,68,Male,Girona,3.9,No,Debit Card
dae80629,31,Male,Girona,3.0,Yes,PayPal
70f83857,27,Male,Móstoles,3.5,No,PayPal
95f86a9d,51,Male,Gijón,2.8,No,Debit Card
66e46eac,62,Female,Móstoles,4.9,No,Debit Card
033e4962,45,Female,Barcelona,4.3,No,PayPal
9239dfab,18,Male,Girona,3.9,Yes,Venmo
67509a3f,34,Male,Madrid,3.3,No,Venmo
78886cbd,66,Male,Madrid,3.0,No,Debit Card
571ee2b4,52,Male,Alcalá de Henares,2.6,Yes,Venmo
f5c3d4f0,56,Male,Barcelona,3.1,No,Debit Card
efb4c8e7,30,Male,Oviedo,3.6,No,Credit Card
d9680ba7,36,Female,Móstoles,2.7,No,Venmo
fdd45969,66,Male,Lleida,3.7,No,Venmo
089460ba,33,Male,Oviedo,3.9,No,Debit Card
98372a4b,50,Male,Girona,3.1,Yes,Bank Transfer
e2b77e81,61,Male,Castellón,4.5,Yes,Venmo
69d536b9,39,Female,Castellón,2.5,No,Debit Card
c5ae72d1,63,Female,Móstoles,3.3,No,Debit Card
cf83852c,28,Male,Castellón,3.9,Yes,Debit Card
7d909cd9,50,Female,Valencia,3.3,No,Bank Transfer
fae94573,19,Female,Avilés,3.2,No,Venmo
8d5e1e01,64,Female,Valencia,3.3,No,Venmo
5554e40d,67,Male,Valencia,3.3,No,Cash
5f4cd09c,25,Male,Madrid,4.9,Yes,Debit Card
768185a6,64,Male,Girona,4.2,Yes,Cash
301caa41,41,Male,Madrid,3.5,Yes,Venmo
7917ff88,53,Female,Avilés,2.9,No,PayPal
bdf7ca58,20,Male,Móstoles,4.6,No,Debit Card
093c5f6f,46,Female,Valencia,4.7,No,Credit Card
23fafb45,27,Male,Lleida,4.4,No,PayPal
bfb1ca36,51,Female,Lleida,2.7,No,Bank Transfer
77d9cef5,37,Female,Móstoles,2.7,No,PayPal
119f499e,57,Male,Barcelona,4.4,No,Venmo
58478961,61,Female,Madrid,3.3,No,PayPal
9d178f08,70,Male,Oviedo,3.9,No,Venmo
f71d71c0,28,Female,Oviedo,4.6,No,PayPal
7cb8362f,54,Male,Castellón,5.0,No,Venmo
7132e349,50,Male,Avilés,4.2,Yes,Venmo
0e2b1ec7,40,Male,Valencia,4.2,Yes,Bank Transfer
0f91a6bf,25,Male,Valencia,3.8,No,PayPal
f8ef873a,38,Female,Alcalá de Henares,4.2,No,Credit Card
d6be7e37,36,Male,Valencia,3.5,No,Credit Card
50cf5aa1,22,Male,Castellón,2.7,No,Credit Card
51337cee,42,Female,Móstoles,3.1,No,Credit Card
71ec6a89,63,Female,Madrid,2.5,No,Cash
ddefae88,20,Female,Castellón,3.1,No,Bank Transfer
1b8f8a9a,43,Male,Alcalá de Henares,3.8,No,Debit Card
427e3910,69,Male,Alcalá de Henares,3.6,No,Credit Card
1e431f62,48,Male,Oviedo,4.4,Yes,Cash
6b351803,25,Male,Móstoles,3.4,No,Cash
bb010cb1,50,Male,Alicante,2.9,Yes,PayPal
b63ea2b1,46,Female,Valencia,2.6,No,Cash
34b9bdcf,58,Male,Móstoles,3.6,Yes,Credit Card
10676ea0,37,Male,Girona,2.7,Yes,Venmo
90451d12,45,Male,Oviedo,3.4,No,Venmo
98c2e06c,59,Male,Gijón,3.6,No,Cash
cf8384c4,56,Male,Oviedo,4.9,No,Cash
b1333e0f,49,Male,Alcalá de Henares,3.8,Yes,Venmo
de421d08,30,Male,Gijón,4.9,No,Credit Card
9476e052,18,Male,Barcelona,4.4,No,Venmo
8aec5615,66,Male,Gijón,4.5,Yes,Cash
589f70f7,51,Male,Lleida,3.1,Yes,Credit Card
7fd0526f,46,Male,Girona,3.8,No,Debit Card
8f9df355,43,Male,Lleida,4.5,No,Cash
187b5ef5,59,Female,Girona,3.1,No,Bank Transfer
a3c2b26a,20,Female,Castellón,4.6,No,Cash
176b73ad,19,Male,Avilés,4.4,No,Bank Transfer
a28cf668,20,Female,Girona,3.6,No,PayPal
0773707a,28,Male,Alcalá de Henares,2.8,No,Venmo
05a0f2cf,19,Male,Castellón,3.2,Yes,Cash
2f42faeb,56,Female,Oviedo,4.6,No,Credit Card
c9f4888c,33,Male,Alicante,3.4,Yes,Debit Card
9d4c30a2,39,Male,Oviedo,4.0,No,Bank Transfer
bd437c5c,56,Female,Girona,2.9,No,Cash
c2bfbc43,45,Female,Alicante,2.6,No,Credit Card
d30e22e9,23,Male,Móstoles,4.9,No,Credit Card
32051c9f,60,Male,Móstoles,4.2,No,Debit Card
c6002a52,26,Male,Castellón,4.0,No,Credit Card
f6ce77ad,33,Female,Alicante,3.9,No,Credit Card
4e1f2853,43,Male,Móstoles,4.6,No,PayPal
15fecd95,34,Male,Lleida,3.4,No,Credit Card
759beaad,68,Female,Móstoles,4.7,No,Venmo
460fa765,21,Male,Madrid,2.5,Yes,PayPal
5bd19c94,25,Female,Alcalá de Henares,4.7,No,Cash
5f3b667d,34,Male,Alcalá de Henares,3.5,No,Venmo
e2935894,27,Male,Valencia,2.9,No,Bank Transfer
633a8679,31,Male,Valencia,3.9,No,Credit Card
54377e6a,19,Male,Móstoles,4.5,No,Credit Card
7ce67438,56,Female,Lleida,3.4,No,Cash
b063e274,23,Male,Barcelona,4.0,Yes,Bank Transfer
ad4f272a,48,Male,Barcelona,4.9,No,Bank Transfer
2d24caa0,56,Female,Valencia,4.0,No,Bank Transfer
3bd5b7d0,51,Male,Castellón,4.2,Yes,Debit Card
0656b564,48,Male,Móstoles,3.6,Yes,Credit Card
20577c99,32,Female,Avilés,3.2,No,Bank Transfer
841682a6,25,Male,Barcelona,3.2,Yes,PayPal
ff17a40e,21,Male,Girona,2.5,Yes,Credit Card
67154276,26,Female,Alcalá de Henares,3.7,No,Venmo
a66b950f,65,Male,Lleida,4.0,No,Bank Transfer
97354486,43,Female,Valencia,4.9,No,Credit Card
,65,Male,Alicante,2.9,No,Credit Card
6e7596f7,30,Male,Avilés,2.8,No,PayPal
f160d542,67,Male,Alcalá de Henares,4.1,Yes,Debit Card
0978f7c2,47,Male,Alcalá de Henares,4.9,No,Bank Transfer
fab7a53e,43,Male,Gijón,3.0,Yes,Debit Card
69883f86,66,Male,Móstoles,4.9,No,Venmo
51484e6e,54,Male,Lleida,2.6,No,Venmo
a7a49e14,70,Female,Madrid,3.5,No,Debit Card
cf410585,56,Male,Alcalá de Henares,3.3,No,Bank Transfer
62c1714b,52,Male,Móstoles,2.7,Yes,Venmo
03574a5e,41,Male,Alicante,4.8,No,Venmo
38851b3d,45,Male,Madrid,2.7,Yes,Debit Card
1c8d2e7d,28,Male,Barcelona,4.4,Yes,Venmo
91eac8e3,70,Male,Castellón,5.0,No,Bank Transfer
fdd4e99c,61,Female,Barcelona,4.8,No,Cash
6b6bbd4d,53,Male,Gijón,3.4,No,Debit Card
85934a08,32,Male,Barcelona,3.8,No,Cash
4e19adf3,26,Female,Oviedo,3.5,No,Credit Card
208884f4,29,Male,Móstoles,3.4,Yes,Venmo
5733a509,46,Female,Valencia,2.9,No,Venmo
f4f5aad2,44,Male,Girona,4.0,Yes,PayPal
154202a1,69,Male,Valencia,4.2,Yes,Venmo
ce4e85ae,50,Male,Alcalá de Henares,4.2,Yes,Venmo
98005b51,58,Female,Móstoles,4.6,No,Venmo
cd6c7231,26,Female,Avilés,4.2,No,Debit Card
bc44e600,33,Male,Móstoles,2.8,Yes,Cash
7037290a,32,Male,Alicante,2.9,No,Debit Card
b8dfba81,64,Male,Avilés,2.9,Yes,Venmo
7e09881f,28,Male,Avilés,3.1,No,Credit Card
eaeada2a,43,Male,Barcelona,4.4,Yes,Debit Card
cd419982,65,Female,Gijón,4.0,No,PayPal
db6f87f5,64,Male,Madrid,4.9,No,Debit Card
2bf397ec,40,Male,Avilés,3.1,No,Credit Card
3e288094,21,Female,Girona,4.1,No,PayPal
71088778,49,Male,Avilés,4.3,No,PayPal
508796b3,52,Female,Madrid,4.8,No,PayPal
b0fc4af7,34,Male,Barcelona,4.1,No,Cash
e39fc4f0,45,Male,Madrid,3.1,No,Credit Card
78299468,34,Female,Girona,2.5,No,PayPal
f8ca4145,49,Male,Castellón,4.2,No,Credit Card
87a4b62e,57,Female,Madrid,2.6,No,Bank Transfer
0a28dbc5,44,Male,Alicante,3.1,Yes,PayPal
db07b818,30,Male,Alicante,3.3,Yes,Debit Card
9256fbba,57,Male,Gijón,4.2,Yes,Bank Transfer
af676a5e,60,Male,Lleida,3.5,Yes,PayPal
6c54eb08,66,Female,Alicante,3.9,No,Bank Transfer
3c1ef961,22,Female,Madrid,4.1,No,Cash
51072298,62,Female,Gijón,4.2,No,Venmo
61f92668,59,Female,Alcalá de Henares,4.0,No,PayPal
a61dc19b,42,Male,Oviedo,4.1,Yes,Cash
548c78d2,29,Female,Valencia,3.4,No,Credit Card
1d3f50e4,65,Male,Valencia,3.7,No,Cash
f4a782e1,65,Female,Oviedo,4.6,No,PayPal
12e0dd8d,39,Male,Gijón,4.6,Yes,PayPal
170ec024,22,Female,Móstoles,4.4,No,PayPal
9a2e518e,44,Female,Gijón,3.8,No,Debit Card
e1987cc7,40,Male,Madrid,2.5,Yes,Credit Card
00c6a1c9,67,Female,Gijón,3.4,No,Bank Transfer
9b38aabe,54,Male,Barcelona,4.9,No,PayPal
2ee9c215,55,Male,Valencia,4.9,Yes,Credit Card
8395a7d3,38,Male,Móstoles,2.8,Yes,Venmo
5f7cf2dd,39,Female,Barcelona,4.8,No,Venmo
0520be4b,58,Male,Madrid,3.0,No,Bank Transfer
439b666f,25,Male,Girona,4.7,No,Debit Card
2fc901b1,45,Male,Valencia,4.6,Yes,PayPal
355c0963,57,Male,Oviedo,4.7,Yes,Credit Card
6a2c82c4,20,Male,Lleida,2.8,No,Credit Card
25259670,70,Male,Castellón,3.2,Yes,Bank Transfer
003fe5b4,36,Male,Girona,4.0,No,PayPal
97d94f9b,57,Male,Barcelona,3.4,No,Cash
ccde884d,44,Male,Madrid,2.5,No,Cash
50d9be89,56,Female,Girona,2.7,No,Credit Card
